"id","field_name",,,
3235,"DUMP-TRUCK DRIVER",,,
3236,"DUPLICATING-MACHINE OPERATOR I",,,
3237,"DUPLICATING-MACHINE OPERATOR II",,,
3238,"DUPLICATOR-PUNCH OPERATOR",,,
3239,"DUST BOX WORKER",,,
3240,"DUST COLLECTOR, ORE CRUSHING",,,
3241,"DUST COLLECTOR-TREATER",,,
3242,"DUST MIXER",,,
3243,"DUST PULLER",,,
3244,"DUST SAMPLER",,,
3245,"DUST-BRUSH ASSEMBLER",,,
3246,"DUST-COLLECTOR ATTENDANT",,,
3247,"DUST-COLLECTOR OPERATOR",,,
3248,"DUSTER",,,
3249,"DUSTING-AND-BRUSHING-MACHINE OPERATOR",,,
3250,"DUSTLESS OPERATOR",,,
3251,"DUST-MILL OPERATOR",,,
3252,"DUST-MOP MAKER",,,
3253,"DYE AUTOMATION OPERATOR",,,
3254,"DYE WEIGHER",,,
3255,"DYED-YARN OPERATOR",,,
3256,"DYE-HOUSE SUPERVISOR",,,
3257,"DYE-HOUSE WORKER",,,
3258,"DYE-LAB TECHNICIAN",,,
3259,"DYER",,,
3260,"DYER HELPER",,,
3261,"DYER, SUPERVISOR",,,
3262,"DYE-RANGE OPERATOR, CLOTH",,,
3263,"DYE-REEL OPERATOR",,,
3264,"DYE-REEL-OPERATOR HELPER",,,
3265,"DYE-STAND LOADER",,,
3266,"DYE-TANK TENDER",,,
3267,"DYE-TUB OPERATOR",,,
3268,"DYE-WEIGHER HELPER",,,
3269,"DYNAMITE RECLAIMER",,,
3270,"DYNAMITE-CARTRIDGE CRIMPER",,,
3271,"DYNAMITE-PACKING-MACHINE FEEDER",,,
3272,"DYNAMITE-PACKING-MACHINE OPERATOR",,,
3273,"DYNAMOMETER TESTER, ENGINE",,,
3274,"EAR-MOLD LABORATORY TECHNICIAN",,,
3275,"EAR-MUFF ASSEMBLER",,,
3276,"EARRING MAKER",,,
3277,"EARTH-BORING-MACHINE OPERATOR",,,
3278,"ECHOCARDIOGRAPH TECHNICIAN",,,
3279,"ECONOMIST",,,
3280,"EDDY-CURRENT INSPECTOR",,,
3281,"EDGE BANDER, HAND",,,
3282,"EDGE BANDER, MACHINE",,,
3283,"EDGE BURNISHER, UPPERS",,,
3284,"EDGE GRINDER",,,
3285,"EDGE ROLLER",,,
3286,"EDGE SETTER",,,
3287,"EDGE STAINER I",,,
3288,"EDGE STAINER II",,,
3289,"EDGE STRIPPER",,,
3290,"EDGE TRIMMER",,,
3291,"EDGE-BANDING-MACHINE OFFBEARER",,,
3292,"EDGE-GLUE-MACHINE TENDER",,,
3293,"EDGER, AUTOMATIC",,,
3294,"EDGER, HAND",,,
3295,"EDGER, TOUCH-UP",,,
3296,"EDGER-MACHINE HELPER",,,
3297,"EDGER-MACHINE OPERATOR",,,
3298,"EDGING-MACHINE FEEDER",,,
3299,"EDGING-MACHINE SETTER",,,
3300,"Editor",,,
3301,"EDITOR, BOOK",,,
3302,"EDITOR, CITY",,,
3303,"EDITOR, DEPARTMENT",,,
3304,"EDITOR, DICTIONARY",,,
3305,"EDITOR, GREETING CARD",,,
3306,"EDITOR, INDEX",,,
3307,"EDITOR, MANAGING, NEWSPAPER",,,
3308,"EDITOR, MAP",,,
3309,"EDITOR, NEWS",,,
3310,"EDITOR, NEWSPAPER",,,
3311,"EDITOR, PUBLICATIONS",,,
3312,"EDITOR, SCHOOL PHOTOGRAPH",,,
3313,"EDITOR, TECHNICAL AND SCIENTIFIC PUBLICATIONS",,,
3314,"EDITOR, TELEGRAPH",,,
3315,"EDITORIAL ASSISTANT",,,
3316,"EDITORIAL WRITER",,,
3317,"EDUCATION SUPERVISOR, CORRECTIONAL INSTITUTION",,,
3318,"EDUCATIONAL RESOURCE COORDINATOR",,,
3319,"EDUCATIONAL SPECIALIST",,,
3320,"EFFERVESCENT-SALTS COMPOUNDER",," HARD METALS)",
3321,"EGG BREAKER",," SOFT METALS)",
3322,"EGG CANDLER",,,
3323,"EGG PASTEURIZER",,,
3324,"EGG PROCESSOR",,,
3325,"EGG WASHER, MACHINE",,,
3326,"EGG-BREAKING-MACHINE OPERATOR",,,
3327,"ELASTIC ATTACHER, CHAINSTITCH",,,
3328,"ELASTIC ATTACHER, COVERSTITCH",,,
3329,"ELASTIC ATTACHER, OVERLOCK",,,
3330,"ELASTIC ATTACHER, ZIGZAG",,,
3331,"ELASTIC-TAPE INSERTER",,,
3332,"ELECTION CLERK",,,
3333,"ELECTRIC BLANKET WIRER",,,
3334,"ELECTRIC MOTOR REPAIRING SUPERVISOR",,,
3335,"ELECTRIC POWER LINE EXAMINER",,,
3336,"ELECTRICAL AND RADIO MOCK-UP MECHANIC",,,
3337,"ELECTRICAL ASSEMBLER",,,
3338,"ELECTRICAL ENGINEER",,,
3339,"ELECTRICAL ENGINEER, POWER SYSTEM",,,
3340,"ELECTRICAL INSPECTOR",,,
3341,"ELECTRICAL SUPERVISOR",,,
3342,"ELECTRICAL TECHNICIAN",,,
3343,"ELECTRICAL TEST ENGINEER",,,
3344,"ELECTRICAL-APPLIANCE PREPARER",,,
3345,"ELECTRICAL-APPLIANCE REPAIRER",,,
3346,"ELECTRICAL-APPLIANCE SERVICER",,,
3347,"ELECTRICAL-APPLIANCE-SERVICER APPRENTICE",,,
3348,"ELECTRICAL-APPLIANCE-SERVICER SUPERVISOR",,,
3349,"ELECTRICAL-CONTROL ASSEMBLER",,,
3350,"ELECTRICAL-DESIGN ENGINEER",,,
3351,"ELECTRICAL-DISCHARGE-MACHINE OPERATOR, PRODUCTION",,,
3352,"ELECTRICAL-DISCHARGE-MACHINE SET-UP OPERATOR",,,
3353,"ELECTRICAL-EQUIPMENT TESTER",,,
3354,"ELECTRICAL-INSTALLATION SUPERVISOR",,,
3355,"ELECTRICAL-INSTRUMENT REPAIRER",,,
3356,"ELECTRICAL-LINE SPLICER",,,
3357,"ELECTRICAL-PROSPECTING ENGINEER",,,
3358,"ELECTRICAL-RESEARCH ENGINEER",,,
3359,"ELECTRIC-CELL TENDER",,,
3360,"ELECTRIC-CONTAINER TESTER",,,
3361,"ELECTRIC-DISTRIBUTION CHECKER",,,
3362,"ELECTRIC-FORK OPERATOR",,,
3363,"ELECTRIC-GOLF-CART REPAIRER",,,
3364,"ELECTRICIAN",,,
3365,"ELECTRICIAN APPRENTICE",,,
3366,"ELECTRICIAN APPRENTICE, POWERHOUSE",,,
3367,"ELECTRICIAN HELPER",,,
3368,"ELECTRICIAN HELPER, AUTOMOTIVE",,,
3369,"ELECTRICIAN SUPERVISOR",,,
3370,"ELECTRICIAN SUPERVISOR, SUBSTATION",,,
3371,"ELECTRICIAN, AIRCRAFT",,,
3372,"ELECTRICIAN, AUTOMOTIVE",,,
3373,"ELECTRICIAN, CHIEF",,,
3374,"ELECTRICIAN, LOCOMOTIVE",,,
3375,"ELECTRICIAN, MAINTENANCE",,,
3376,"ELECTRICIAN, OFFICE",,,
3377,"ELECTRICIAN, POWERHOUSE",,,
3378,"ELECTRICIAN, RADIO",,,
3379,"ELECTRICIAN, RESEARCH",,,
3380,"ELECTRICIAN, SUBSTATION",,,
3381,"ELECTRIC-METER INSTALLER I",,,
3382,"ELECTRIC-METER INSTALLER II",,,
3383,"ELECTRIC-METER REPAIRER",,,
3384,"ELECTRIC-METER TESTER",,,
3385,"ELECTRIC-METER-REPAIRER APPRENTICE",,,
3386,"ELECTRIC-MOTOR ANALYST",,,
3387,"ELECTRIC-MOTOR ASSEMBLER",,,
3388,"ELECTRIC-MOTOR ASSEMBLER AND TESTER",,,
3389,"ELECTRIC-MOTOR FITTER",,,
3390,"ELECTRIC-MOTOR REPAIRER",,,
3391,"ELECTRIC-MOTOR WINDER",,,
3392,"ELECTRIC-MOTOR-AND-GENERATOR ASSEMBLER",,,
3393,"ELECTRIC-MOTOR-CONTROL ASSEMBLER",,,
3394,"ELECTRIC-ORGAN ASSEMBLER AND CHECKER",,,
3395,"ELECTRIC-ORGAN INSPECTOR AND REPAIRER",,,
3396,"ELECTRIC-SEALING-MACHINE OPERATOR",,,
3397,"ELECTRIC-SIGN ASSEMBLER",,,
3398,"ELECTRIC-TOOL REPAIRER",,,
3399,"ELECTRIC-TRACK-SWITCH MAINTAINER",,,
3400,"ELECTRIFIER OPERATOR",,,
3401,"ELECTROCARDIOGRAPH TECHNICIAN",,,
3402,"ELECTRODE CLEANER",,,
3403,"ELECTRODE TURNER-AND-FINISHER",,,
3404,"ELECTRODE-CLEANING-MACHINE OPERATOR",,,
3405,"ELECTROENCEPHALOGRAPHIC TECHNOLOGIST",,,
3406,"ELECTROFORMER",,,
3407,"ELECTROGALVANIZING-MACHINE OPERATOR",,,
3408,"ELECTROLESS PLATER",,,
3409,"ELECTROLESS PLATER, PRINTED CIRCUIT BOARD PANELS",,,
3410,"ELECTROLOGIST",,,
3411,"ELECTROLYSIS-AND-CORROSION-CONTROL ENGINEER",,,
3412,"ELECTROMECHANICAL TECHNICIAN",,,
3413,"ELECTROMEDICAL-EQUIPMENT REPAIRER",,,
3414,"ELECTROMYOGRAPHIC TECHNICIAN",,,
3415,"ELECTRONIC EQUIPMENT REPAIRER",,,
3416,"ELECTRONIC EQUIPMENT SET-UP OPERATOR",,,
3417,"ELECTRONIC FUNDS TRANSFER COORDINATOR",,,
3418,"ELECTRONIC MASKING SYSTEM OPERATOR",,,
3419,"ELECTRONIC PREPRESS SYSTEM OPERATOR",,,
3420,"ELECTRONIC-COMPONENT PROCESSOR",,,
3421,"ELECTRONIC-ORGAN TECHNICIAN",,,
3422,"ELECTRONIC-PRODUCTION-LINE-MAINTENANCE MECHANIC",,,
3423,"ELECTRONICS ASSEMBLER",,,
3424,"ELECTRONICS ASSEMBLER, DEVELOPMENTAL",,,
3425,"ELECTRONICS ENGINEER",,,
3426,"ELECTRONICS INSPECTOR",,,
3427,"ELECTRONICS MECHANIC",,,
3428,"ELECTRONICS TECHNICIAN",,,
3429,"ELECTRONICS TESTER",,,
3430,"ELECTRONICS UTILITY WORKER",,,
3431,"ELECTRONICS WORKER",,,
3432,"ELECTRONIC-SALES-AND-SERVICE TECHNICIAN",,,
3433,"ELECTRONIC-SCALE SUBASSEMBLER",,,
3434,"ELECTRONICS-DESIGN ENGINEER",,,
3435,"ELECTRONICS-MECHANIC APPRENTICE",,,
3436,"ELECTRONICS-RESEARCH ENGINEER",,,
3437,"ELECTRONICS-TEST ENGINEER",,,
3438,"ELECTRO-OPTICAL ENGINEER",,,
3439,"ELECTROTYPE SERVICER",,,
3440,"ELECTROTYPER",,,
3441,"ELECTROTYPER APPRENTICE",,,
3442,"ELEMENT WINDING MACHINE TENDER",,,
3443,"ELEVATING-GRADER OPERATOR",,,
3444,"ELEVATOR CONSTRUCTOR",,,
3445,"ELEVATOR EXAMINER-AND-ADJUSTER",,,
3446,"ELEVATOR OPERATOR",,,
3447,"ELEVATOR OPERATOR, FREIGHT",,,
3448,"ELEVATOR REPAIRER",,,
3449,"ELEVATOR STARTER",,,
3450,"ELEVATOR-CONSTRUCTOR HELPER",,,
3451,"ELEVATOR-CONSTRUCTOR SUPERVISOR",,,
3452,"ELEVATOR-REPAIRER APPRENTICE",,,
3453,"ELEVATOR-REPAIRER HELPER",,,
3454,"ELIGIBILITY-AND-OCCUPANCY INTERVIEWER",,,
3455,"EMBALMER",,,
3456,"EMBALMER APPRENTICE",,,
3457,"EMBLEM DRAWER-IN",,,
3458,"EMBOSSER",,,
3459,"EMBOSSER OPERATOR",,,
3460,"EMBOSSING TOOLSETTER",,,
3461,"EMBOSSING-MACHINE OPERATOR",,,
3462,"EMBOSSING-MACHINE OPERATOR I",,,
3463,"EMBOSSING-MACHINE OPERATOR II",,,
3464,"EMBOSSING-MACHINE TENDER",,,
3465,"EMBOSSING-MACHINE-OPERATOR HELPER",,,
3466,"EMBOSSING-PRESS OPERATOR",,,
3467,"EMBOSSING-PRESS OPERATOR, MOLDED GOODS",,,
3468,"EMBOSSING-PRESS-OPERATOR APPRENTICE",,,
3469,"EMBOSSOGRAPH OPERATOR",,,
3470,"EMBROIDERER, HAND",," BUSH AND VINE)",
3471,"EMBROIDERY PATTERNMAKER",,,
3472,"EMBROIDERY SUPERVISOR",,,
3473,"EMBROIDERY-MACHINE OPERATOR",,,
3474,"EMERGENCY MEDICAL SERVICES COORDINATOR",,,
3475,"EMERGENCY MEDICAL TECHNICIAN",,,
3476,"Employee",,,
3477,"EMPLOYEE RELATIONS SPECIALIST",,,
3478,"EMPLOYER RELATIONS REPRESENTATIVE",,,
3479,"Employment",,,
3480,"EMPLOYMENT CLERK",,,
3481,"EMPLOYMENT INTERVIEWER",,,
3482,"ENAMELER",,,
3483,"ENCAPSULATOR",,,
3484,"END FINDER, FORMING DEPARTMENT",,,
3485,"END FINDER, ROVING DEPARTMENT",,,
3486,"END FINDER, TWISTING DEPARTMENT",,,
3487,"END FRAZER",,,
3488,"END POLISHER",,,
3489,"END STAPLER",,,
3490,"ENDBAND CUTTER, HAND",,,
3491,"ENDING-MACHINE OPERATOR",,,
3492,"ENDODONTIST",,,
3493,"END-TOUCHING-MACHINE OPERATOR",,,
3494,"ENERGY-CONSERVATION REPRESENTATIVE",,,
3495,"ENGINE DISPATCHER",,,
3496,"ENGINE REPAIRER, PRODUCTION",,,
3497,"ENGINE REPAIRER, SERVICE",,,
3498,"ENGINE TESTER",,,
3499,"ENGINE TURNER",,,
3500,"Engineer",,,
3501,"ENGINEER OF SYSTEM DEVELOPMENT",,,
3502,"ENGINEER, EXHAUSTER",,,
3503,"ENGINEER, SOILS",,,
3504,"ENGINEER-IN-CHARGE, STUDIO OPERATIONS",,,
3505,"ENGINEER-IN-CHARGE, TRANSMITTER",,,
3506,"ENGINEERING ASSISTANT, MECHANICAL EQUIPMENT",,,
3507,"ENGINEERING MANAGER, ELECTRONICS",,,
3508,"ENGINEERING MODEL MAKER",,,
3509,"ENGINEERING-DOCUMENT-CONTROL CLERK",,,
3510,"ENGINE-LATHE SET-UP OPERATOR",,,
3511,"ENGINE-LATHE SET-UP OPERATOR, TOOL",,,
3512,"ENGINE-TESTING SUPERVISOR",,,
3513,"English Teacher",,,
3514,"ENGRAVER",,,
3515,"ENGRAVER APPRENTICE, DECORATIVE",,,
3516,"ENGRAVER I",,,
3517,"ENGRAVER II",,,
3518,"ENGRAVER TENDER",,,
3519,"ENGRAVER, AUTOMATIC",,,
3520,"ENGRAVER, BLOCK",,,
3521,"ENGRAVER, HAND, HARD METALS",,,
3522,"ENGRAVER, HAND, SOFT METALS",,,
3523,"ENGRAVER, MACHINE",,,
3524,"ENGRAVER, MACHINE I",,,
3525,"ENGRAVER, MACHINE II",,,
3526,"ENGRAVER, PANTOGRAPH I",,,
3527,"ENGRAVER, PANTOGRAPH II",,,
3528,"ENGRAVER, PICTURE",,,
3529,"ENGRAVER, RUBBER",,,
3530,"ENGRAVER, SEALS",,,
3531,"ENGRAVER, TIRE MOLD",,,
3532,"ENGRAVING SUPERVISOR",,,
3533,"ENGRAVING-PRESS OPERATOR",,,
3534,"ENGROSSER",,,
3535,"ENROBING-MACHINE CORDER",,,
3536,"ENROBING-MACHINE FEEDER",,,
3537,"ENROBING-MACHINE OPERATOR",,,
3538,"Entertainer",,,
3539,"ENTOMOLOGIST",,,
3540,"ENVELOPE-FOLDING-MACHINE ADJUSTER",,,
3541,"ENVELOPE-MACHINE OPERATOR",,,
3542,"ENVIRONMENTAL ANALYST",,,
3543,"ENVIRONMENTAL EPIDEMIOLOGIST",,,
3544,"Envoy",,,
3545,"EPITAXIAL REACTOR OPERATOR",,,
3546,"EPITAXIAL REACTOR TECHNICIAN",,,
3547,"EQUAL OPPORTUNITY OFFICER",,,
3548,"EQUAL-OPPORTUNITY REPRESENTATIVE",,,
3549,"EQUESTRIAN",,,
3550,"EQUIPMENT CLEANER",,,
3551,"EQUIPMENT CLEANER-AND-TESTER",,,
3552,"EQUIPMENT INSPECTOR",,,
3553,"EQUIPMENT INSTALLER",,,
3554,"EQUIPMENT MONITOR, PHOTOTYPESETTING",,,
3555,"ESCORT",,,
3556,"ESCORT-VEHICLE DRIVER",,,
3557,"ESCROW OFFICER",,,
3558,"ESTIMATOR AND DRAFTER",,,
3559,"ESTIMATOR, JEWELRY",,,
3560,"ESTIMATOR, PAPERBOARD BOXES",,,
3561,"ESTIMATOR, PRINTING",,,
3562,"ETCH OPERATOR, SEMICONDUCTOR WAFERS",,,
3563,"ETCHED-CIRCUIT PROCESSOR",,,
3564,"ETCHER",,,
3565,"ETCHER APPRENTICE, PHOTOENGRAVING",,,
3566,"ETCHER HELPER, HAND",,,
3567,"ETCHER, ELECTROLYTIC",,,
3568,"ETCHER, HAND",,,
3569,"ETCHER, MACHINE",,,
3570,"ETCHER, PHOTOENGRAVING",,,
3571,"ETCHER-STRIPPER, SEMICONDUCTOR WAFERS",,,
3572,"ETHNOLOGIST",,,
3573,"EVALUATOR",,,
3574,"EVAPORATIVE-COOLER INSTALLER",,,
3575,"EVAPORATOR OPERATOR",,,
3576,"EVAPORATOR OPERATOR I",,,
3577,"EVAPORATOR OPERATOR II",,,
3578,"EXAMINER",,,
3579,"EXCAVATOR",,,
3580,"EXCELSIOR-MACHINE TENDER",,,
3581,"Executive",,,
3582,"EXECUTIVE DIRECTOR, NURSES ASSOCIATION",,,
3583,"EXECUTIVE PRODUCER, PROMOS",,,
3584,"EXECUTIVE SECRETARY, STATE BOARD OF NURSING",,,
3585,"EXERCISE PHYSIOLOGIST",," TOOL)",
3586,"EXERCISER, HORSE",,,
3587,"EXHAUST EQUIPMENT OPERATOR",,,
3588,"EXHIBIT ARTIST",,,
3589,"EXHIBIT BUILDER",,,
3590,"EXHIBIT DESIGNER",,,
3591,"EXHIBIT-DISPLAY REPRESENTATIVE",,,
3592,"EXPANDING MACHINE OPERATOR",,,
3593,"EXPANSION ENVELOPE MAKER, HAND",,,
3594,"EXPANSION-JOINT BUILDER",,,
3595,"EXPEDITER",,,
3596,"EXPEDITER CLERK",,,
3597,"EXPEDITER, SERVICE ORDER",,,
3598,"EXPEDITION SUPERVISOR",,,
3599,"EXPELLER OPERATOR",,,
3600,"EXPERIMENTAL AIRCRAFT MECHANIC",,,
3601,"EXPERIMENTAL ASSEMBLER",,,
3602,"EXPERIMENTAL MECHANIC",,,
3603,"EXPERIMENTAL MECHANIC, ELECTRICAL",,,
3604,"EXPERIMENTAL MECHANIC, OUTBOARD MOTORS",,,
3605,"EXPERIMENTAL-BOX TESTER",,,
3606,"EXPERIMENTAL-ROCKET-SLED MECHANIC",,,
3607,"EXPLOSIVE OPERATOR I",,,
3608,"EXPLOSIVE OPERATOR II",,,
3609,"EXPLOSIVE-OPERATOR SUPERVISOR",,,
3610,"EXPLOSIVES-TRUCK DRIVER",,,
3611,"EXPRESS CLERK",,,
3612,"EXTENSION CLERK",,,
3613,"EXTENSION EDGER",,,
3614,"EXTENSION SERVICE SPECIALIST",,,
3615,"EXTERMINATOR",,,
3616,"EXTERMINATOR HELPER",,,
3617,"EXTERMINATOR HELPER, TERMITE",,,
3618,"EXTERMINATOR, TERMITE",,,
3619,"EXTRA",,,
3620,"EXTRACTOR LOADER AND UNLOADER",,,
3621,"EXTRACTOR OPERATOR",,,
3622,"EXTRACTOR OPERATOR, SOLVENT PROCESS",,,
3623,"EXTRACTOR-AND-WRINGER OPERATOR",,,
3624,"EXTRACTOR-MACHINE OPERATOR",,,
3625,"EXTRACTOR-OPERATOR HELPER",,,
3626,"EXTRACTOR-PLANT OPERATOR",,,
3627,"EXTRUDER OPERATOR",,,
3628,"EXTRUDER TENDER",,,
3629,"EXTRUDER-OPERATOR HELPER",,,
3630,"EXTRUDING-MACHINE OPERATOR",,,
3631,"EXTRUDING-PRESS OPERATOR",,,
3632,"EXTRUSION BENDER",,,
3633,"EXTRUSION-DIE REPAIRER",,,
3634,"EXTRUSION-PRESS ADJUSTER",,,
3635,"EXTRUSION-PRESS OPERATOR I",,,
3636,"EXTRUSION-PRESS OPERATOR II",,,
3637,"EYE-DROPPER ASSEMBLER",,,
3638,"EYEGLASS-FRAME TRUER",,,
3639,"EYEGLASS-LENS CUTTER",,,
3640,"EYELET-MACHINE OPERATOR",,,
3641,"EYELET-PUNCH OPERATOR",,,
3642,"FABRIC NORMALIZER",,,
3643,"FABRIC STRETCHER",,,
3644,"FABRIC-AND-ACCESSORIES ESTIMATOR",,,
3645,"FABRICATOR, ARTIFICIAL BREAST",,,
3646,"FABRICATOR, FOAM RUBBER",,,
3647,"FABRICATOR, INDUSTRIAL FURNACE",,,
3648,"FABRICATOR, SHOWER DOORS AND PANELS",,,
3649,"FABRICATOR-ASSEMBLER, METAL PRODUCTS",,,
3650,"FABRIC-COATING SUPERVISOR",,,
3651,"FABRIC-LAY-OUT WORKER",,,
3652,"FABRIC-MACHINE OPERATOR I",,,
3653,"FABRIC-MACHINE OPERATOR II",,,
3654,"FACER",,,
3655,"FACILITIES PLANNER",,,
3656,"FACILITY EXAMINER",,,
3657,"FACING BASTER, JUMPBASTING",,,
3658,"FACING-MACHINE OPERATOR",,,
3659,"FACTORY HELPER",,,
3660,"FACTORY LAY-OUT ENGINEER",,,
3661,"FACULTY MEMBER, COLLEGE OR UNIVERSITY",,,
3662,"FALLER I",,,
3663,"FALLER II",,,
3664,"FAMILY PRACTITIONER",,,
3665,"FAN-BLADE ALIGNER",,,
3666,"FANCY-WIRE DRAWER",,,
3667,"FARE-REGISTER REPAIRER",,,
3668,"FARM-EQUIPMENT MECHANIC I",,,
3669,"FARM-EQUIPMENT MECHANIC II",,,
3670,"FARM-EQUIPMENT-MECHANIC APPRENTICE",,,
3671,"Farmer",,,
3672,"FARMER, CASH GRAIN",,,
3673,"FARMER, DIVERSIFIED CROPS",,,
3674,"FARMER, FIELD CROP",,,
3675,"FARMER, FRUIT CROPS, BUSH AND VINE",," FIRE"," AND RESCUE)"
3676,"FARMER, GENERAL",,,
3677,"FARMER, TREE-FRUIT-AND-NUT CROPS",,,
3678,"FARMER, VEGETABLE",,,
3679,"FARM-MACHINE OPERATOR",,,
3680,"FARM-MACHINE TENDER",,,
3681,"FARM-MACHINERY SET-UP MECHANIC",,,
3682,"FARMWORKER, BULBS",,,
3683,"FARMWORKER, DAIRY",,,
3684,"FARMWORKER, DIVERSIFIED CROPS I",,,
3685,"FARMWORKER, DIVERSIFIED CROPS II",,,
3686,"FARMWORKER, FIELD CROP I",,,
3687,"FARMWORKER, FIELD CROP II",,,
3688,"FARMWORKER, FRUIT I",,,
3689,"FARMWORKER, FRUIT II",,,
3690,"FARMWORKER, GENERAL I",,,
3691,"FARMWORKER, GENERAL II",,,
3692,"FARMWORKER, GRAIN I",,,
3693,"FARMWORKER, GRAIN II",,,
3694,"FARMWORKER, LIVESTOCK",,,
3695,"FARMWORKER, MACHINE",,,
3696,"FARMWORKER, POULTRY",,,
3697,"FARMWORKER, RICE",,,
3698,"FARMWORKER, VEGETABLE I",,,
3699,"FARMWORKER, VEGETABLE II",,,
3700,"FASHION ARTIST",,,
3701,"FASHION DESIGNER",,,
3702,"FASTENER TECHNOLOGIST",,,
3703,"FASTENER, MACHINE",,,
3704,"FASTENER-SEWING-MACHINE OPERATOR",,,
3705,"FAST-FOODS WORKER",,,
3706,"FAT-PURIFICATION WORKER",,,
3707,"FEATHER MIXER",,,
3708,"FEATHER RENOVATOR",,,
3709,"FEATHER SAWYER",,,
3710,"FEATHER SEPARATOR",,,
3711,"FEATHER SHAPER",,,
3712,"FEATHER STITCHER",,,
3713,"FEATHER WASHER",,,
3714,"FEATHER-CURLING-MACHINE OPERATOR",,,
3715,"FEATHER-CUTTING-MACHINE FEEDER",,,
3716,"FEATHER-DRYING-MACHINE OPERATOR",,,
3717,"FEATHER-DUSTER WINDER",,,
3718,"FEATHEREDGER AND REDUCER, MACHINE",,,
3719,"FEED AND FARM MANAGEMENT ADVISER",,,
3720,"FEED BLENDER",,,
3721,"FEED GRINDER",,,
3722,"FEED MIXER",,,
3723,"FEED WEIGHER",,,
3724,"FEEDER",,,
3725,"FEEDER-CATCHER, TOBACCO",,,
3726,"FEEDER-SWITCHBOARD OPERATOR",,,
3727,"FEED-IN WORKER",,,
3728,"FEED-MIXER HELPER",,,
3729,"FEED-RESEARCH AIDE",,,
3730,"FELLED-SEAM OPERATOR, CHAINSTITCH",,,
3731,"FELT CARBONIZER",,,
3732,"FELT CUTTER",,,
3733,"FELT HANGER",,,
3734,"FELT-CUTTING-MACHINE OPERATOR",,,
3735,"FELT-GOODS SUPERVISOR, NEEDLE PROCESS",,,
3736,"FELT-HAT STEAMER",,,
3737,"FELTING-MACHINE OPERATOR",,,
3738,"FELTING-MACHINE-OPERATOR HELPER",,,
3739,"FELTMAKER AND WEIGHER",,,
3740,"FELT-STRIP FINISHER",,,
3741,"FELT-TIPPING-MACHINE TENDER",,,
3742,"FELT-WASHING-MACHINE TENDER",,,
3743,"FENCE ERECTOR",,,
3744,"FENCE-ERECTOR SUPERVISOR",,,
3745,"FENCE-MAKING MACHINE OPERATOR",,,
3746,"FERMENTATION OPERATOR",,,
3747,"FERMENTER OPERATOR",,,
3748,"FERMENTER, WINE",,,
3749,"FERRYBOAT OPERATOR",,,
3750,"FERRYBOAT OPERATOR, CABLE",,,
3751,"FERRYBOAT-OPERATOR HELPER",,,
3752,"FERTILIZER MIXER",,,
3753,"FETTLER",,,
3754,"FIBER TECHNOLOGIST",,,
3755,"FIBERGLASS LAMINATOR",,,
3756,"FIBERGLASS-BONDING-MACHINE TENDER",,,
3757,"FIBERGLASS-CONTAINER-WINDING OPERATOR",,,
3758,"FIBERGLASS-DOWEL-DRAWING-MACHINE OPERATOR",,,
3759,"FIBERGLASS-MACHINE OPERATOR",,,
3760,"FIBER-MACHINE TENDER",,,
3761,"FIELD ARTILLERY CREWMEMBER",,,
3762,"FIELD ARTILLERY OPERATIONS SPECIALIST",,,
3763,"FIELD ARTILLERY SENIOR SERGEANT",,,
3764,"FIELD CASHIER",,,
3765,"FIELD CONTRACTOR",,,
3766,"FIELD ENGINEER, SPECIALIST",,,
3767,"FIELD HAULER",,,
3768,"FIELD INSPECTOR, DISEASE AND INSECT CONTROL",,,
3769,"FIELD RECORDER",,,
3770,"FIELD REPRESENTATIVE",,,
3771,"FIELD SERVICE ENGINEER",,,
3772,"FIELD SERVICE TECHNICIAN",,,
3773,"FIELD SERVICE TECHNICIAN, POULTRY",,,
3774,"FIELD SUPERVISOR, OIL-WELL SERVICES",,,
3775,"FIELD-ASSEMBLY SUPERVISOR",,,
3776,"FIELD-CONTACT TECHNICIAN",,,
3777,"FIELD-MAP EDITOR",,,
3778,"FIELD-MECHANICAL-METER TESTER",,,
3779,"FIELD-RING ASSEMBLER",,,
3780,"FIELD-SERVICE ENGINEER",,,
3781,"FIELD-SERVICE REPRESENTATIVE",,,
3782,"FIG CAPRIFIER",,,
3783,"FIGURE REFINISHER AND REPAIRER",,,
3784,"FILE CLERK I",,,
3785,"FILE CLERK II",,,
3786,"FILE CUTTER",,,
3787,"FILER",,,
3788,"FILER AND SANDER",,,
3789,"FILER, FINISH",,,
3790,"FILER, HAND, TOOL",,,
3791,"FILING-AND-POLISHING SUPERVISOR",,,
3792,"FILLER",,,
3793,"FILLER FEEDER",,,
3794,"FILLER MIXER",,,
3795,"FILLER ROOM ATTENDANT",,,
3796,"FILLER SHREDDER, MACHINE",,,
3797,"FILLER SPREADER",,,
3798,"FILLER-BLOCK INSERTER-REMOVER",,,
3799,"FILLER-SHREDDER HELPER",,,
3800,"FILLING MACHINE TENDER",,,
3801,"FILLING-AND-STAPLING-MACHINE OPERATOR",,,
3802,"FILLING-MACHINE OPERATOR",,,
3803,"FILLING-MACHINE SET-UP MECHANIC",,,
3804,"FILM DEVELOPER",,,
3805,"FILM FLAT INSPECTOR",,,
