"id","field_name",,,
5606,"LAPPING-MACHINE SET-UP OPERATOR",,,
5607,"LARD REFINER",,,
5608,"LARRY OPERATOR",,,
5609,"LASER TECHNICIAN",,,
5610,"LASER-BEAM-MACHINE OPERATOR",,,
5611,"LASER-BEAM-TRIM OPERATOR",,,
5612,"LASERIST",,,
5613,"LAST CHALKER",,,
5614,"LAST CLEANER",,,
5615,"LAST IRONER",,,
5616,"LAST MARKER",,,
5617,"LAST PULLER",,,
5618,"LAST PUTTER-AWAY",,,
5619,"LAST REMODELER-REPAIRER",,,
5620,"LAST REPAIRER",,,
5621,"LAST SAWYER",,,
5622,"LAST SCOURER",,,
5623,"LAST TRIMMER",,,
5624,"LASTER",,,
5625,"LASTER, HAND",,,
5626,"LASTING-MACHINE OPERATOR, HAND METHOD",,,
5627,"LAST-MODEL MAKER",,,
5628,"LAST-PATTERN GRADER",,,
5629,"LAST-REPAIRER HELPER",,,
5630,"LATEX SPOOLER",,,
5631,"LATEXER",,,
5632,"LATEXER I",,,
5633,"LATEX-RIBBON-MACHINE OPERATOR",,,
5634,"LATHE HAND",,,
5635,"LATHE OPERATOR",,,
5636,"LATHE OPERATOR, CONTACT LENS",,,
5637,"LATHE OPERATOR, NUMERICAL CONTROL",,,
5638,"LATHE SANDER",,,
5639,"LATHE SPOTTER",,,
5640,"LATHE TENDER",,,
5641,"LATHE WINDER",,,
5642,"LATHER",,,
5643,"LATHER APPRENTICE",,,
5644,"LATRINE CLEANER",,,
5645,"LAUNCH COMMANDER, HARBOR POLICE",,,
5646,"LAUNDERER, HAND",,,
5647,"LAUNDRY CLERK",,,
5648,"LAUNDRY LABORER",,,
5649,"LAUNDRY OPERATOR",,,
5650,"LAUNDRY PRICING CLERK",,,
5651,"Laundry Staff",,,
5652,"Laundry Worker",,,
5653,"LAUNDRY WORKER I",,,
5654,"LAUNDRY WORKER II",,,
5655,"LAUNDRY WORKER III",,,
5656,"LAUNDRY WORKER, DOMESTIC",,,
5657,"LAUNDRY-BAG-PUNCH OPERATOR",,,
5658,"LAUNDRY-MACHINE MECHANIC",,,
5659,"LAUNDRY-MACHINE TENDER",,,
5660,"LAUNDRY-TUB MAKER",,,
5661,"Lavatory Attendant",,,
5662,"Law Clerk",,,
5663,"Lawn Mower",,,
5664,"LAWN-SERVICE WORKER",,,
5665,"LAWN-SPRINKLER INSTALLER",,,
5666,"LAWYER",,,
5667,"LAWYER, ADMIRALTY",,,
5668,"LAWYER, CORPORATION",,,
5669,"LAWYER, CRIMINAL",,,
5670,"LAWYER, PATENT",,,
5671,"LAWYER, PROBATE",,,
5672,"LAWYER, REAL ESTATE",,,
5673,"LAYAWAY CLERK",,,
5674,"LAYBOY TENDER",,,
5675,"LAYER",,,
5676,"LAY-OUT FORMER",,,
5677,"LAY-OUT INSPECTOR",,,
5678,"LAY-OUT TECHNICIAN",,,
5679,"LAY-OUT WORKER",,,
5680,"LAY-OUT WORKER I",,,
5681,"LAY-OUT WORKER II",,,
5682,"LAY-OUT-MACHINE OPERATOR",,,
5683,"LEACHER",,,
5684,"LEAD BURNER",,,
5685,"LEAD BURNER, MACHINE",,,
5686,"LEAD CASTER",,,
5687,"LEAD FORMER",,,
5688,"LEAD HAND, INSPECTING AND TESTING",,,
5689,"LEAD HANDLER",,,
5690,"LEAD OPERATOR",,,
5691,"LEAD OPERATOR, AUTOMATIC VULCANIZING",,,
5692,"LEAD PONY RIDER",,,
5693,"LEAD RECOVERER, CONTINUOUS-NAPHTHA-TREATING PLANT",,,
5694,"LEAD WORKER, WAFER POLISHING",,,
5695,"LEAD WORKER, WAFER PRODUCTION",,,
5696,"LEAD-BURNER APPRENTICE",,,
5697,"LEAD-BURNER HELPER",,,
5698,"LEAD-BURNER SUPERVISOR",,,
5699,"LEAD-CASTER HELPER",,,
5700,"LEADER TIER",,,
5701,"LEAD-NITRATE PROCESSOR",,,
5702,"LEAD-OXIDE-MILL TENDER",,,
5703,"LEAD-PRESS OPERATOR",,,
5704,"LEAD-SECTION SUPERVISOR",,,
5705,"LEAF CONDITIONER",,,
5706,"LEAF COVERER",,,
5707,"LEAF SORTER",,,
5708,"LEAF TIER",,,
5709,"LEAF-CONDITIONER HELPER",,,
5710,"Leaflet Distributor",,,
5711,"LEAF-SIZE PICKER",,,
5712,"LEAK HUNTER",,,
5713,"LEAK TESTER, SEMICONDUCTOR PACKAGES",,,
5714,"LEASE PICKER",,,
5715,"LEASE-OUT WORKER",,,
5716,"LEASING AGENT, OUTDOOR ADVERTISING",,,
5717,"LEASING AGENT, RESIDENCE",,,
5718,"LEASING-MACHINE TENDER",,,
5719,"LEATHER CLEANER",,,
5720,"LEATHER COATER",,,
5721,"LEATHER CUTTER",,,
5722,"LEATHER ETCHER",,,
5723,"LEATHER FINISHER",,,
5724,"LEATHER GRADER",,,
5725,"LEATHER SOFTENER",,,
5726,"LEATHER STAMPER",,,
5727,"LEATHER TOOLER",,,
5728,"LEATHER WORKER",,,
5729,"LEATHER-BELT MAKER",,,
5730,"Lecturer",,,
5731,"Ledger Clerk",,,
5732,"Legal Advisor",,,
5733,"Legal Assistant",,,
5734,"Legal Executive",,,
5735,"LEGAL INVESTIGATOR",,,
5736,"LEGAL SECRETARY",,,
5737,"LEGEND MAKER",,,
5738,"LEHR TENDER",,,
5739,"LEI SELLER",,,
5740,"LENS EXAMINER",,,
5741,"LENS HARDENER",,,
5742,"LENS INSERTER",,,
5743,"LENS MATCHER",,,
5744,"LENS MOUNTER II",,,
5745,"LENS POLISHER, HAND",,,
5746,"LENS-BLANK GAUGER",,,
5747,"LENS-BLOCK GAUGER",,,
5748,"LENS-FABRICATING-MACHINE TENDER",,,
5749,"LENS-MOLD SETTER",,,
5750,"LENS-MOLDING-EQUIPMENT OPERATOR",,,
5751,"LETTERER",,,
5752,"LETTER-OF-CREDIT CLERK",,,
5753,"Letting Agent",,,
5754,"LEVELER I",,,
5755,"LEVEL-GLASS-FORMING-MACHINE OPERATOR",,,
5756,"LEVEL-GLASS-VIAL FILLER",,,
5757,"LEVEL-VIAL CURVATURE GAUGER",,,
5758,"LEVEL-VIAL INSIDE GRINDER",,,
5759,"LEVEL-VIAL INSPECTOR-AND-TESTER",,,
5760,"LEVEL-VIAL MARKER",,,
5761,"LEVEL-VIAL SEALER",,,
5762,"LEVEL-VIAL SETTER",,,
5763,"LEVER MILLER",,,
5764,"LEVER TENDER",,,
5765,"LEVERS-LACE MACHINE OPERATOR",,,
5766,"LIAISON ENGINEER",,,
5767,"Liaison Officer",,,
5768,"LIBRARIAN",,,
5769,"LIBRARIAN, SPECIAL COLLECTIONS",,,
5770,"LIBRARIAN, SPECIAL LIBRARY",,,
5771,"LIBRARY ASSISTANT",,,
5772,"LIBRARY CLERK, TALKING BOOKS",,,
5773,"LIBRARY CONSULTANT",,,
5774,"LIBRARY DIRECTOR",,,
5775,"Library Manager",,,
5776,"LIBRARY TECHNICAL ASSISTANT",,,
5777,"LIBRETTIST",,,
5778,"LICENSE CLERK",,,
5779,"LICENSE INSPECTOR",,,
5780,"Licensed Premises",,,
5781,"Licensee",,,
5782,"Licensing",,,
5783,"LIFEGUARD",,,
5784,"Lift Attendant",,,
5785,"Lift Engineer",,,
5786,"LIFT-SLAB OPERATOR",,,
5787,"LIGHT AIR DEFENSE ARTILLERY CREWMEMBER",,,
5788,"LIGHT TECHNICIAN",,,
5789,"LIGHT-BULB ASSEMBLER",,,
5790,"Lighterman",,,
5791,"LIGHT-FIXTURE SERVICER",,,
5792,"Lighthouse Keeper",,,
5793,"Lighting Designer",,,
5794,"Lighting Technician",,,
5795,"LIGHTING-EQUIPMENT OPERATOR",,,
5796,"LIGHTOUT EXAMINER",,,
5797,"Lime Kiln Attendant",,,
5798,"LIME MIXER TENDER",,,
5799,"LIME SLAKER",,,
5800,"LIME-KILN OPERATOR",,,
5801,"LIME-SLUDGE KILN OPERATOR",,,
5802,"LIME-SLUDGE MIXER",,,
5803,"LINE ERECTOR",,,
5804,"LINE INSPECTOR",,,
5805,"LINE INSTALLER, STREET RAILWAY",,,
5806,"LINE INSTALLER-REPAIRER",,,
5807,"LINE MAINTAINER",,,
5808,"Line Manager",,,
5809,"LINE MOVER",,,
5810,"LINE REPAIRER",,,
5811,"LINE SUPERVISOR",,,
5812,"LINE TENDER, FLAKEBOARD",,,
5813,"LINE WALKER",,,
5814,"Line Worker",,,
5815,"LINE-ERECTOR APPRENTICE",,,
5816,"Lineman",,,
5817,"LINEN CONTROLLER",,,
5818,"LINEN GRADER",,,
5819,"LINEN-ROOM ATTENDANT",,,
5820,"LINEN-ROOM SUPERVISOR",,,
5821,"LINEN-SUPPLY LOAD-BUILDER",,,
5822,"LINE-OUT WORKER I",,,
5823,"LINE-OUT WORKER II",,,
5824,"LINER",,,
5825,"LINER ASSEMBLER",,,
5826,"LINER INSERTER",,,
5827,"LINER REPLACER",,,
5828,"LINER REROLL TENDER",,,
5829,"LINER-MACHINE OPERATOR",,,
5830,"LINER-MACHINE-OPERATOR HELPER",,,
5831,"LINES TENDER",,,
5832,"LINE-SERVICE ATTENDANT",,,
5833,"LINE-UP EXAMINER",,,
5834,"LINE-UP WORKER",,,
5835,"LINGO CLEANER",,,
5836,"Linguist",,,
5837,"LINING BASTER, JUMPBASTING",,,
5838,"LINING CEMENTER",,,
5839,"LINING FELLER, BLINDSTITCH",,,
5840,"LINING INSERTER",,,
5841,"LINING MAKER, LOCKSTITCH",,,
5842,"LINING SCRUBBER",,,
5843,"LINING SETTER, LOCKSTITCH",,,
5844,"LINING-MACHINE OPERATOR",,,
5845,"LINK-AND-LINK-KNITTING-MACHINE OPERATOR",,,
5846,"LINKER",,,
5847,"LINKING-MACHINE OPERATOR",,,
5848,"LINOTYPE OPERATOR",,,
5849,"LINSEED-OIL REFINER",,,
5850,"LINSEED-OIL-PRESS TENDER",,,
5851,"LINTER TENDER",,,
5852,"LINTER-SAW SHARPENER",,,
5853,"LIP CUTTER AND SCORER",,,
5854,"LIP-OF-SHANK CUTTER",,,
5855,"LIQUEFACTION-AND-REGASIFICATION-PLANT OPERATOR",,,
5856,"LIQUEFACTION-PLANT OPERATOR",,,
5857,"LIQUID-FERTILIZER SERVICER",,,
5858,"LIQUID-SUGAR FORTIFIER",,,
5859,"LIQUID-SUGAR MELTER",,,
5860,"LIQUOR BLENDER",,,
5861,"LIQUOR INSPECTOR",,,
5862,"LIQUOR-BRIDGE OPERATOR",,,
5863,"LIQUOR-BRIDGE-OPERATOR HELPER",,,
5864,"LIQUOR-GRINDING-MILL OPERATOR",,,
5865,"Literary Agent",,,
5866,"Literary Editor",,,
5867,"LITHOGRAPHED-PLATE INSPECTOR",,,
5868,"Lithographer",,,
5869,"LITHOGRAPHIC PLATEMAKER",,,
5870,"LITHOGRAPHIC-PLATE-MAKER APPRENTICE",,,
5871,"LITHOGRAPHIC-PROOFER APPRENTICE",,,
5872,"LITHOGRAPH-PRESS OPERATOR, TINWARE",,,
5873,"Litigation Manager",,,
5874,"LIVESTOCK RANCHER",,,
5875,"LIVESTOCK-YARD ATTENDANT",,,
5876,"LOAD CHECKER",,,
5877,"LOAD DISPATCHER",,,
5878,"LOAD TESTER",,,
5879,"LOADER",,,
5880,"LOADER HELPER",,,
5881,"LOADER I",,,
5882,"LOADER, MAGAZINE GRINDER",,,
5883,"LOADER, MALT HOUSE",,,
5884,"LOADER, SEMICONDUCTOR DIES",,,
5885,"LOADER-DEMOLDER",,,
5886,"LOADER-UNLOADER, SCREEN-PRINTING MACHINE",,,
5887,"LOADING INSPECTOR",,,
5888,"LOADING-MACHINE ADJUSTER",,,
5889,"LOADING-MACHINE OPERATOR",,,
5890,"LOADING-MACHINE TOOL-SETTER",,,
5891,"LOADING-MACHINE-OPERATOR HELPER",,,
5892,"LOADING-RACK SUPERVISOR",,,
5893,"LOADING-SHOVEL OILER",,,
5894,"LOADING-UNIT OPERATOR",,,
5895,"LOADING-UNIT TOOL-SETTER",,,
5896,"LOAD-OUT SUPERVISOR",,,
5897,"LOAD-TEST MECHANIC",,,
5898,"LOAN INTERVIEWER, MORTGAGE",,,
5899,"Loans Manager",,,
5900,"LOBBYIST",,,
5901,"Local Government",,,
5902,"LOCATION-AND-MEASUREMENT TECHNICIAN",,,
5903,"LOCK ASSEMBLER",,,
5904,"LOCK INSTALLER",,,
5905,"Lock Keeper",,,
5906,"LOCK MAINTENANCE SUPERVISOR",,,
5907,"LOCK OPERATOR",,,
5908,"LOCK TENDER II",,,
5909,"LOCK TENDER, CHIEF OPERATOR",,,
5910,"LOCK-CORNER-MACHINE OPERATOR",,,
5911,"LOCKER-PLANT ATTENDANT",,,
5912,"LOCKER-ROOM ATTENDANT",,,
5913,"LOCKET MAKER",,,
5914,"LOCKSMITH",,,
5915,"LOCKSMITH APPRENTICE",,,
5916,"LOCKSTITCH-MACHINE OPERATOR",,,
5917,"LOCKSTITCH-SEWING-MACHINE OPERATOR, COMPLETE GARMENT",,,
5918,"LOCOMOTIVE ENGINEER",,,
5919,"LOCOMOTIVE INSPECTOR",,,
5920,"LOCOMOTIVE LUBRICATING-SYSTEMS CLERK",,,
5921,"LOCOMOTIVE OPERATOR HELPER",,,
5922,"LOCOMOTIVE-CRANE OPERATOR",,,
5923,"Locum Pharmacist",,,
5924,"LOFT WORKER",,,
5925,"LOFT WORKER APPRENTICE",,,
5926,"LOFT WORKER, HEAD",,,
5927,"LOG COOKER",,,
5928,"LOG GRADER",,,
5929,"LOG INSPECTOR",,,
5930,"LOG LOADER",,,
5931,"LOG LOADER HELPER",,,
5932,"LOG MARKER",,,
5933,"Log Merchant",,,
5934,"LOG PEELER",,,
5935,"LOG ROLLER",,,
5936,"LOG SCALER",,,
5937,"LOG SORTER",,,
5938,"LOG WASHER",,,
5939,"LOG-CHIPPER OPERATOR",,,
5940,"LOG-CUT-OFF SAWYER, AUTOMATIC",,,
5941,"LOGGER, ALL-ROUND",,,
5942,"LOGGING-EQUIPMENT MECHANIC",,,
5943,"LOGGING-OPERATIONS INSPECTOR",,,
5944,"LOGGING-TRACTOR OPERATOR",,,
5945,"LOG-HAUL CHAIN FEEDER",,,
5946,"LOGISTICS ENGINEER",,,
5947,"LOG-TRUCK DRIVER",,,
5948,"LONG-CHAIN BEAMER",,,
5949,"LONG-GOODS HELPER, MACHINE",,,
5950,"LONG-WALL SHEAR OPERATOR",,,
5951,"LONG-WALL-MINING-MACHINE TENDER",,,
5952,"LOOM CHANGEOVER OPERATOR",,,
5953,"LOOM CHANGER",,,
5954,"LOOM FIXER",,,
5955,"LOOM SETTER, WIRE WEAVING",,,
5956,"LOOM STARTER",,,
5957,"LOOM-FIXER SUPERVISOR",,,
5958,"LOOM-WINDER TENDER",,,
5959,"LOOPER",,,
5960,"LOOSE-END FINDER, BOBBIN",,,
5961,"Lorry Driver",,,
5962,"Loss Adjustor",,,
5963,"Loss Assessor",,,
5964,"LOST-AND-FOUND CLERK",,,
5965,"LOST-CHARGE-CARD CLERK",,,
5966,"LOT ATTENDANT",,,
5967,"LOUNGE-CAR ATTENDANT",,,
5968,"LOWERATOR OPERATOR",," ASSISTANT"," WET PROCESS)"
5969,"LOZENGE MAKER",," WET PROCESS)",
5970,"LOZENGE-DOUGH MIXER",,,
5971,"LUBRICATING-MACHINE TENDER",,,
5972,"LUBRICATION SERVICER",,,
5973,"LUBRICATION-EQUIPMENT SERVICER",,,
5974,"LUBRICATOR-GRANULATOR",,,
5975,"LUGGAGE MAKER",,,
5976,"LUGGAGE REPAIRER",,,
5977,"LUMBER ESTIMATOR",,,
5978,"LUMBER HANDLER",,,
5979,"LUMBER SCALER",,,
5980,"LUMBER SORTER",,,
5981,"LUMBER STRAIGHTENER",,,
5982,"Lumberjack",,,
5983,"LUMITE INJECTOR",,,
5984,"LUMP INSPECTOR",,,
5985,"LUMPIA WRAPPER MAKER",,,
5986,"LUNCH-TRUCK DRIVER",,,
5987,"LUSTER APPLICATOR",,,
5988,"LYE TREATER",,,
5989,"LYE-PEEL OPERATOR",,,
5990,"LYRICIST",,,
5991,"MACHINE ASSEMBLER",,,
5992,"MACHINE BUILDER",,,
5993,"MACHINE CLEANER",,,
5994,"MACHINE FEEDER",,,
5995,"MACHINE FEEDER, RAW STOCK",,,
5996,"Machine Fitters",,,
5997,"MACHINE FIXER",,,
5998,"MACHINE HELPER",,,
5999,"Machine Minder",,,
6000,"MACHINE MOLDER",,,
6001,"Machine Operator",,,
6002,"MACHINE OPERATOR I",,,
6003,"MACHINE OPERATOR II",,,
6004,"MACHINE OPERATOR, CENTRIFUGAL-CONTROL SWITCHES",,,
6005,"MACHINE OPERATOR, CERAMICS",,,
6006,"MACHINE OPERATOR, GENERAL",,,
6007,"MACHINE REPAIRER, MAINTENANCE",,,
6008,"MACHINE SETTER",,,
6009,"MACHINE SETTER-AND-REPAIRER",,,
6010,"MACHINE SET-UP OPERATOR",,,
6011,"MACHINE SET-UP OPERATOR, PAPER GOODS",,,
6012,"MACHINE SNELLER",,,
6013,"MACHINE TESTER",,,
6014,"Machine Tool",,,
6015,"Machine Tool Fitter",,,
6016,"MACHINE TRY-OUT SETTER",,,
6017,"MACHINE-ADJUSTER LEADER",,,
6018,"MACHINE-ASSEMBLER SUPERVISOR",,,
6019,"MACHINE-CASTINGS PLASTERER",,,
6020,"MACHINE-CLOTHING REPLACER",,,
6021,"MACHINE-MADE-SHOE UNIT WORKER",,,
6022,"MACHINE-PACK ASSEMBLER",,,
6023,"MACHINERY ERECTOR",,,
6024,"MACHINE-SHOP SUPERVISOR, PRODUCTION",,,
6025,"MACHINE-SHOP SUPERVISOR, TOOL",,,
6026,"MACHINE-STOPPAGE-FREQUENCY CHECKER",,,
6027,"MACHINE-TANK OPERATOR",,,
6028,"MACHINING-AND-ASSEMBLY SUPERVISOR",,,
6029,"MACHINIST",,,
6030,"MACHINIST APPRENTICE",,,
6031,"MACHINIST APPRENTICE, AUTOMOTIVE",,,
6032,"MACHINIST APPRENTICE, COMPOSING ROOM",,,
6033,"MACHINIST APPRENTICE, LINOTYPE",,,
6034,"MACHINIST APPRENTICE, MARINE ENGINE",,,
6035,"MACHINIST APPRENTICE, OUTSIDE",,,
6036,"MACHINIST APPRENTICE, WOOD",,,
6037,"MACHINIST HELPER, OUTSIDE",,,
6038,"MACHINIST SUPERVISOR, OUTSIDE",,,
6039,"MACHINIST, AUTOMOTIVE",,,
6040,"MACHINIST, EXPERIMENTAL",,,
6041,"MACHINIST, LINOTYPE",,,
6042,"MACHINIST, MARINE ENGINE",,,
6043,"MACHINIST, MOTION-PICTURE EQUIPMENT",,,
6044,"MACHINIST, OUTSIDE",,,
6045,"MACHINIST, WOOD",,,
6046,"MAGAZINE KEEPER",,,
6047,"MAGAZINE REPAIRER",,,
6048,"MAGAZINE SUPERVISOR",,,
6049,"MAGICIAN",,,
6050,"MAGISTRATE",,,
6051,"Magistrates Clerk",,,
6052,"MAGNESIUM-MILL OPERATOR",,,
6053,"MAGNETIC-TAPE WINDER",,,
6054,"MAGNETIC-TAPE-COMPOSER OPERATOR",,,
6055,"MAGNETO REPAIRER",,,
6056,"MAGNET-VALVE ASSEMBLER",,,
6057,"Maid",,,
6058,"MAIL CARRIER",,,
6059,"MAIL CENSOR",,,
6060,"MAIL CLERK",,,
6061,"MAIL HANDLER",,,
6062,"MAIL-DISTRIBUTION-SCHEME EXAMINER",,,
6063,"MAILER",,,
6064,"MAILER APPRENTICE",,,
6065,"MAILING-MACHINE OPERATOR",,,
6066,"MAIL-PROCESSING-EQUIPMENT MECHANIC",,,
6067,"MAILROOM SUPERVISOR",,,
6068,"MAINS-AND-SERVICE SUPERVISOR",,,
6069,"MAINSPRING FORMER, ARBOR END",,,
6070,"MAINSPRING FORMER, BRACE END",,,
6071,"MAINSPRING WINDER AND OILER",,,
6072,"MAINTAINABILITY ENGINEER",,,
6073,"MAINTENANCE DATA ANALYST",,,
6074,"Maintenance Fitter",,,
6075,"MAINTENANCE INSPECTOR",,,
6076,"MAINTENANCE MACHINIST",,,
6077,"MAINTENANCE MECHANIC",,,
6078,"MAINTENANCE MECHANIC HELPER",,,
6079,"MAINTENANCE MECHANIC, COMPRESSED-GAS PLANT",,,
6080,"MAINTENANCE MECHANIC, ENGINE",,,
6081,"MAINTENANCE MECHANIC, TELEPHONE",,,
6082,"MAINTENANCE REPAIRER, BUILDING",,,
6083,"MAINTENANCE REPAIRER, INDUSTRIAL",,,
6084,"MAINTENANCE SUPERVISOR",,,
6085,"MAINTENANCE SUPERVISOR, FIRE-FIGHTING-EQUIPMENT",,,
6086,"MAINTENANCE SUPERVISOR, MOBILE BATTERY EQUIPMENT",,,
6087,"MAINTENANCE WORKER, MUNICIPAL",,,
6088,"MAINTENANCE-MECHANIC HELPER",,,
6089,"MAINTENANCE-MECHANIC SUPERVISOR",,,
6090,"MAINTENANCE-REPAIRER HELPER, INDUSTRIAL",,,
6091,"MAJOR-ASSEMBLY INSPECTOR",,,
6092,"Make Up Artist",,,
6093,"MAKE-UP ARRANGER",,,
6094,"MAKE-UP ARTIST",,,
6095,"MAKE-UP OPERATOR",,,
6096,"MAKE-UP OPERATOR HELPER",,,
6097,"MAKING-LINE WORKER",,,
6098,"MALT ROASTER",,,
6099,"MALT-HOUSE OPERATOR",,,
6100,"MALT-SPECIFICATIONS-CONTROL ASSISTANT",,,
6101,"MANAGEMENT ANALYST",,,
6102,"MANAGER, ADVERTISING",,,
6103,"MANAGER, ADVERTISING AGENCY",,,
6104,"MANAGER, ARMORED TRANSPORT SERVICE",,,
6105,"MANAGER, ATHLETE",,,
6106,"MANAGER, BENEFITS",,,
6107,"MANAGER, BOARDING HOUSE",,,
6108,"MANAGER, BRANCH STORE",,,
6109,"MANAGER, CAMP",,,
6110,"MANAGER, CARDROOM",,,
6111,"MANAGER, CIRCULATION",,,
6112,"MANAGER, COMPENSATION",,,
6113,"MANAGER, CONTRACTS",,,
6114,"MANAGER, CUSTOMER SERVICE",,,
6115,"MANAGER, DEPARTMENT",,,
6116,"MANAGER, DISPLAY",,,
6117,"MANAGER, EDUCATION AND TRAINING",,,
6118,"MANAGER, EMPLOYEE WELFARE",,,
6119,"MANAGER, EMPLOYMENT",,,
6120,"MANAGER, EXPORT",,,
6121,"MANAGER, FLIGHT KITCHEN",,,
6122,"MANAGER, FORMS ANALYSIS",,,
6123,"MANAGER, HEALTH CLUB",,,
6124,"MANAGER, INDUSTRIAL CAFETERIA",,,
6125,"MANAGER, INTERNAL SECURITY",,,
6126,"MANAGER, LABOR RELATIONS",,,
6127,"MANAGER, LAND SURVEYING",,,
6128,"MANAGER, LAUNDROMAT",,,
6129,"MANAGER, LODGING FACILITIES",,,
6130,"MANAGER, PERSONNEL",,,
6131,"MANAGER, POOL",,,
6132,"MANAGER, PROCUREMENT SERVICES",,,
6133,"MANAGER, PROMOTION",,,
6134,"MANAGER, QUALITY CONTROL",,,
6135,"MANAGER, RECORDS ANALYSIS",,,
6136,"MANAGER, REGULATED PROGRAM",,,
6137,"MANAGER, REPORTS ANALYSIS",,,
6138,"MANAGER, RESERVATIONS",,,
6139,"MANAGER, SALES",,,
6140,"MANAGER, SOUND EFFECTS",,,
6141,"MANAGER, STAGE",,,
6142,"MANAGER, TRAFFIC II",,,
6143,"MANAGER, UTILITY SALES AND SERVICE",,,
6144,"MANGLE TENDER",,,
6145,"MANGLE-PRESS CATCHER",,,
6146,"MANGLER",,,
6147,"MANICURIST",,,
6148,"MANIPULATOR",,,
6149,"MANIPULATOR OPERATOR",,,
6150,"MANNEQUIN MOUNTER",,,
6151,"MANNEQUIN SANDER AND FINISHER",,,
6152,"MANNEQUIN WIG MAKER",,,
6153,"MANNEQUIN-MOLD MAKER",,,
6154,"MANOMETER TECHNICIAN",,,
6155,"MANUAL WINDER",,,
6156,"MANUAL-ARTS THERAPIST",,,
6157,"MANUAL-PLATE FILLER",,,
6158,"MANUFACTURER'S REPRESENTATIVE",,,
6159,"MANUFACTURER'S SERVICE REPRESENTATIVE",,,
6160,"Manufacturing",,,
6161,"MANUFACTURING ENGINEER",,,
6162,"MANUGRAPHER",,,
6163,"MAP CLERK",,,
6164,"Map Mounter",,,
6165,"MAP-AND-CHART MOUNTER",,,
6166,"MAPLE-SYRUP MAKER",,,
6167,"MARBLE FINISHER",,,
6168,"Marble Mason",,,
6169,"MARBLE SETTER",,,
6170,"MARBLE-MACHINE TENDER",,,
6171,"MARGIN CLERK I",,,
6172,"MARGIN CLERK II",,,
6173,"Marine Broker",,,
6174,"Marine Consultant",,,
6175,"Marine Electrician",,,
6176,"MARINE ENGINEER",,,
6177,"Marine Geologist",,,
6178,"MARINE OILER",,,
6179,"Marine Pilot",,,
6180,"MARINE RAILWAY OPERATOR",,,
6181,"MARINE SURVEYOR",,,
6182,"MARINE-CARGO SURVEYOR",,,
6183,"MARINE-SERVICES TECHNICIAN",,,
6184,"MARKER",,,
6185,"MARKER I",,,
6186,"MARKER II",,,
6187,"MARKER MACHINE ATTENDANT",,,
6188,"MARKER, COMPANY",,,
6189,"MARKER, HAND",,,
6190,"MARKER, MACHINE",,,
6191,"MARKER, SEMICONDUCTOR WAFERS",,,
6192,"Market Gardener",,,
6193,"Market Research",,,
6194,"Market Researcher",,,
6195,"Market Trader",,,
6196,"Marketing Agent",,,
6197,"Marketing Assistant",,,
6198,"Marketing Coordinator",,,
6199,"Marketing Director",,,
6200,"Marketing Manager",,,
6201,"MARKET-RESEARCH ANALYST I",,,
6202,"MARKING STITCHER",,,
6203,"MARKING-MACHINE OPERATOR",,,
6204,"MARKING-MACHINE TENDER",,,
6205,"MARKSMANSHIP INSTRUCTOR",,,
6206,"MARK-UP DESIGNER",,,
6207,"Marquee Erector",,,
6208,"MARQUETRY WORKER",,,
6209,"MARSHAL",,,
6210,"MASH GRINDER",,,
6211,"MASHER",,,
6212,"MASH-FILTER OPERATOR",,,
6213,"MASH-FILTER-CLOTH CHANGER",,,
6214,"MASH-TUB-COOKER OPERATOR",,,
6215,"MASKER",,,
6216,"MASKING-MACHINE FEEDER",,,
6217,"MASKING-MACHINE OPERATOR",,,
6218,"Massage Therapist",,,
6219,"Masseur",,,
6220,"MASSEUR/MASSEUSE",,,
6221,"Masseuse",,,
6222,"Master Mariner",,,
6223,"MAT CUTTER",,,
6224,"MAT INSPECTOR",,,
6225,"MAT PACKER",,,
6226,"MAT PUNCHER",,,
6227,"MAT REPAIRER",,,
6228,"MAT SEWER",,,
6229,"MAT TESTER",,,
6230,"MATCHBOOK ASSEMBLER",,,
6231,"MATCHER, LEATHER PARTS",,,
6232,"MATCH-UP WORKER",,,
6233,"MATERIAL ASSEMBLER",,,
6234,"MATERIAL CLERK",,,
6235,"MATERIAL COORDINATOR",,,
6236,"MATERIAL EXPEDITER",,,
6237,"MATERIAL HANDLER",,,
6238,"MATERIAL INSPECTOR",,,
6239,"MATERIAL LISTER",,,
6240,"MATERIAL MIXER",,,
6241,"MATERIAL PREPARATION WORKER",,,
6242,"MATERIAL SCHEDULER",,,
6243,"MATERIAL-CREW SUPERVISOR",,,
6244,"MATERIAL-HANDLING SUPERVISOR",,,
6245,"Materials Controller",,,
6246,"MATERIALS ENGINEER",,,
6247,"Materials Manager",,,
6248,"MATERIALS SCIENTIST",,,
6249,"MATHEMATICAL TECHNICIAN",,,
6250,"MATHEMATICIAN",,,
6251,"Maths Teacher",,,
6252,"MAT-MACHINE OPERATOR",,,
6253,"MAT-MAKING MACHINE TENDER",,,
6254,"MATRIX INSPECTOR",,,
6255,"MATRIX PLATER",,,
6256,"MATRIX WORKER",,,
6257,"MATRIX-BATH ATTENDANT",,,
6258,"MATRIX-DRIER TENDER",,,
6259,"Matron",,,
6260,"MATTING-PRESS TENDER",,,
6261,"MATTRESS FINISHER",,,
